UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temperature_gap,power_proxy,wear_per_torque
4386,L51565,L,301.8,309.7,1442,45.3,233,1,Tool Wear Failure,7.899999999999977,65322.6,5.143487858719647
4387,L51566,L,301.9,309.7,1719,31.9,0,0,No Failure,7.800000000000011,54836.1,0.0
4388,L51567,L,302.0,309.8,1532,39.4,2,0,No Failure,7.800000000000011,60360.799999999996,0.050761421319796954
4389,L51568,L,302.0,309.8,1701,27.2,4,0,No Failure,7.800000000000011,46267.2,0.14705882352941177
4390,M19249,M,302.1,310.0,1355,45.1,6,1,Heat Dissipation Failure,7.899999999999977,61110.5,0.13303769401330376
4391,M19250,M,302.2,310.1,1421,45.4,9,0,No Failure,7.900000000000034,64513.4,0.19823788546255508
4392,M19251,M,302.2,310.1,1368,51.6,12,1,Heat Dissipation Failure,7.900000000000034,70588.8,0.23255813953488372
4393,L51572,L,302.2,310.1,1458,45.1,15,0,No Failure,7.900000000000034,65755.8,0.3325942350332594
4394,M19253,M,302.2,310.1,1572,34.6,17,0,No Failure,7.900000000000034,54391.200000000004,0.4913294797687861
4395,L51574,L,302.2,310.0,1483,48.7,20,0,No Failure,7.800000000000011,72222.1,0.4106776180698152
4396,L51575,L,302.3,310.1,1513,40.4,22,0,No Failure,7.800000000000011,61125.2,0.5445544554455446
4397,H33810,H,302.3,310.1,1383,42.9,24,0,No Failure,7.800000000000011,59330.7,0.5594405594405595
4398,L51577,L,302.4,310.2,1539,37.7,29,0,No Failure,7.800000000000011,58020.3,0.7692307692307692
4399,M19258,M,302.3,310.1,1563,37.8,31,0,No Failure,7.800000000000011,59081.399999999994,0.8201058201058201
4400,L51579,L,302.3,310.1,1653,29.7,34,0,No Failure,7.800000000000011,49094.1,1.144781144781145
4401,L51580,L,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure,7.800000000000011,68867.7,0.7072691552062869
4402,H33815,H,302.2,310.0,1468,43.6,38,0,No Failure,7.800000000000011,64004.8,0.8715596330275229
4403,H33816,H,302.3,310.2,1506,33.8,43,0,No Failure,7.899999999999977,50902.799999999996,1.272189349112426
4404,L51583,L,302.3,310.1,1388,49.9,48,0,No Failure,7.800000000000011,69261.2,0.9619238476953909
4405,M19264,M,302.4,310.2,1485,45.9,50,0,No Failure,7.800000000000011,68161.5,1.0893246187363834
4406,L51585,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure,7.800000000000011,60560.5,1.164835164835165
4407,L51586,L,302.5,310.3,1326,58.5,55,1,Heat Dissipation Failure,7.800000000000011,77571.0,0.9401709401709402
4408,L51587,L,302.3,310.2,1394,55.4,57,0,No Failure,7.899999999999977,77227.59999999999,1.0288808664259927
4409,L51588,L,302.4,310.1,2009,18.9,59,0,No Failure,7.7000000000000455,37970.1,3.121693121693122
4410,M19269,M,302.4,310.1,1358,54.6,61,1,Heat Dissipation Failure,7.7000000000000455,74146.8,1.1172161172161172
4411,L51590,L,302.5,310.2,1586,32.2,64,0,No Failure,7.699999999999989,51069.200000000004,1.9875776397515525
4412,L51591,L,302.5,310.3,1688,31.6,66,0,No Failure,7.800000000000011,53340.8,2.088607594936709
4413,L51592,L,302.6,310.5,1450,43.2,68,0,No Failure,7.899999999999977,62640.00000000001,1.574074074074074
4414,M19273,M,302.7,310.5,1398,47.3,70,0,No Failure,7.800000000000011,66125.4,1.4799154334038056
4415,L51594,L,302.7,310.5,1520,39.3,73,0,No Failure,7.800000000000011,59735.99999999999,1.8575063613231553
4416,L51595,L,302.6,310.4,1514,42.7,75,0,No Failure,7.7999999999999545,64647.8,1.756440281030445
4417,M19276,M,302.6,310.4,1532,36.1,77,0,No Failure,7.7999999999999545,55305.200000000004,2.1329639889196677
4418,L51597,L,302.6,310.4,1365,66.8,80,1,Power Failure,7.7999999999999545,91182.0,1.1976047904191618
4419,L51598,L,302.6,310.3,1642,33.2,82,0,No Failure,7.699999999999989,54514.4,2.469879518072289
4420,M19279,M,302.6,310.2,2676,10.8,84,1,Power Failure,7.599999999999966,28900.800000000003,7.777777777777778
4421,H33834,H,302.6,310.2,1873,21.3,87,0,No Failure,7.599999999999966,39894.9,4.084507042253521
4422,L51601,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure,7.599999999999966,82680.0,1.4743589743589745
4423,M19282,M,302.6,310.2,2157,17.2,94,0,No Failure,7.599999999999966,37100.4,5.465116279069767
4424,M19283,M,302.6,310.2,1563,39.0,97,0,No Failure,7.599999999999966,60957.0,2.4871794871794872
4425,M19284,M,302.6,310.2,1631,31.0,100,0,No Failure,7.599999999999966,50561.0,3.225806451612903
4426,L51605,L,302.5,310.2,1547,36.9,103,0,No Failure,7.699999999999989,57084.299999999996,2.791327913279133
4427,L51606,L,302.6,310.3,1479,40.4,105,0,No Failure,7.699999999999989,59751.6,2.599009900990099
4428,M19287,M,302.4,310.1,1379,48.9,107,1,Heat Dissipation Failure,7.7000000000000455,67433.09999999999,2.1881390593047034
4429,L51608,L,302.4,310.1,1906,21.2,110,0,No Failure,7.7000000000000455,40407.2,5.188679245283019
4430,M19289,M,302.3,310.1,1731,33.4,112,0,No Failure,7.800000000000011,57815.399999999994,3.353293413173653
4431,H33844,H,302.3,310.1,1688,30.4,115,0,No Failure,7.800000000000011,51315.2,3.7828947368421053
4432,H33845,H,302.3,310.2,1443,54.6,120,0,No Failure,7.899999999999977,78787.8,2.1978021978021975
4433,L51612,L,302.4,310.2,1445,46.4,125,0,No Failure,7.800000000000011,67048.0,2.6939655172413794
4434,H33847,H,302.4,310.2,1435,44.9,127,0,No Failure,7.800000000000011,64431.5,2.8285077951002227
4435,L51614,L,302.4,310.1,1556,32.9,132,0,No Failure,7.7000000000000455,51192.399999999994,4.0121580547112465
4436,L51615,L,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure,7.800000000000011,69616.7,2.5426944971537
4437,M19296,M,302.4,310.1,1577,35.8,136,0,No Failure,7.7000000000000455,56456.6,3.7988826815642462
4438,L51617,L,302.4,310.2,1578,31.2,139,0,No Failure,7.800000000000011,49233.6,4.455128205128205
4439,L51618,L,302.4,310.1,1418,52.3,141,0,No Failure,7.7000000000000455,74161.4,2.6959847036328872
4440,M19299,M,302.4,310.2,1392,55.8,143,0,No Failure,7.800000000000011,77673.59999999999,2.5627240143369177
4441,L51620,L,302.5,310.3,1446,44.0,146,0,No Failure,7.800000000000011,63624.0,3.3181818181818183
4442,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure,7.699999999999989,67247.40000000001,2.924901185770751
4443,L51622,L,302.5,310.2,1563,34.8,150,0,No Failure,7.699999999999989,54392.399999999994,4.310344827586207
4444,L51623,L,302.5,310.3,1405,57.4,152,0,No Failure,7.800000000000011,80647.0,2.64808362369338
4445,L51624,L,302.4,310.2,2224,16.0,154,0,No Failure,7.800000000000011,35584.0,9.625
4446,L51625,L,302.5,310.2,1716,29.9,156,0,No Failure,7.699999999999989,51308.399999999994,5.217391304347826
4447,L51626,L,302.5,310.3,1584,35.5,158,0,No Failure,7.800000000000011,56232.0,4.450704225352113
4448,M19307,M,302.5,310.3,1488,41.8,160,0,No Failure,7.800000000000011,62198.399999999994,3.8277511961722492
4449,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure,7.900000000000034,70348.8,3.18359375
4450,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure,7.900000000000034,74825.4,3.0386740331491713
4451,L51630,L,302.5,310.3,1551,37.3,168,0,No Failure,7.800000000000011,57852.299999999996,4.50402144772118
4452,L51631,L,302.5,310.3,1549,40.9,170,0,No Failure,7.800000000000011,63354.1,4.156479217603912
4453,M19312,M,302.5,310.3,1447,39.2,172,0,No Failure,7.800000000000011,56722.4,4.387755102040816
4454,L51633,L,302.4,310.2,1400,53.7,175,0,No Failure,7.800000000000011,75180.0,3.258845437616387
4455,L51634,L,302.4,310.1,1401,48.8,177,0,No Failure,7.7000000000000455,68368.8,3.627049180327869
4456,H33869,H,302.4,310.1,1597,28.9,179,0,No Failure,7.7000000000000455,46153.299999999996,6.193771626297578
4457,L51636,L,302.3,310.1,1487,46.0,184,0,No Failure,7.800000000000011,68402.0,4.0
4458,M19317,M,302.5,310.3,1710,27.3,186,0,No Failure,7.800000000000011,46683.0,6.813186813186813
4459,L51638,L,302.6,310.4,1478,47.7,189,0,No Failure,7.7999999999999545,70500.6,3.962264150943396
4460,L51639,L,302.6,310.4,1743,26.3,191,0,No Failure,7.7999999999999545,45840.9,7.262357414448669
4461,L51640,L,302.6,310.5,1596,32.8,193,0,No Failure,7.899999999999977,52348.799999999996,5.884146341463415
4462,L51641,L,302.7,310.5,1642,30.8,195,0,No Failure,7.800000000000011,50573.6,6.3311688311688314
4463,L51642,L,302.7,310.5,1263,67.8,197,1,Heat Dissipation Failure,7.800000000000011,85631.4,2.905604719764012
4464,L51643,L,302.8,310.6,2016,19.9,199,0,No Failure,7.800000000000011,40118.399999999994,10.0
4465,L51644,L,302.8,310.6,1671,30.5,201,0,No Failure,7.800000000000011,50965.5,6.590163934426229
4466,L51645,L,302.8,310.6,1404,43.2,203,0,No Failure,7.800000000000011,60652.8,4.6990740740740735
4467,L51646,L,302.8,310.6,1470,41.1,205,0,No Failure,7.800000000000011,60417.0,4.987834549878345
4468,L51647,L,302.8,310.6,1617,37.9,207,0,No Failure,7.800000000000011,61284.299999999996,5.461741424802111
4469,L51648,L,302.7,310.5,1725,29.0,209,0,No Failure,7.800000000000011,50025.0,7.206896551724138
4470,L51649,L,302.7,310.5,1446,40.9,211,1,Tool Wear Failure,7.800000000000011,59141.4,5.158924205378973
4471,L51650,L,302.7,310.6,1564,34.3,0,0,No Failure,7.900000000000034,53645.2,0.0
4472,L51651,L,302.8,310.6,1670,29.1,2,0,No Failure,7.800000000000011,48597.0,0.06872852233676975
4473,L51652,L,302.7,310.6,1501,48.7,4,0,No Failure,7.900000000000034,73098.7,0.08213552361396304
4474,L51653,L,302.7,310.5,1551,35.9,6,0,No Failure,7.800000000000011,55680.899999999994,0.1671309192200557
4475,L51654,L,302.7,310.5,1563,35.0,8,0,No Failure,7.800000000000011,54705.0,0.22857142857142856
4476,L51655,L,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure,7.800000000000011,56471.799999999996,0.23923444976076558
4477,L51656,L,302.6,310.4,1415,52.1,12,0,No Failure,7.7999999999999545,73721.5,0.23032629558541265
4478,L51657,L,302.6,310.3,1647,34.2,14,0,No Failure,7.699999999999989,56327.4,0.4093567251461988
4479,L51658,L,302.5,310.2,1477,41.6,16,0,No Failure,7.699999999999989,61443.200000000004,0.3846153846153846
4480,L51659,L,302.6,310.2,1923,21.5,18,0,No Failure,7.599999999999966,41344.5,0.8372093023255814
4481,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure,7.699999999999989,72036.0,0.36231884057971014
4482,M19341,M,302.6,310.4,1544,35.1,25,0,No Failure,7.7999999999999545,54194.4,0.7122507122507122
4483,H33896,H,302.7,310.5,1568,36.9,28,0,No Failure,7.800000000000011,57859.2,0.7588075880758808
4484,L51663,L,302.7,310.4,1489,42.7,33,0,No Failure,7.699999999999989,63580.3,0.7728337236533958
4485,M19344,M,302.6,310.4,1451,43.1,35,0,No Failure,7.7999999999999545,62538.1,0.8120649651972157
4486,L51665,L,302.7,310.4,1542,35.7,38,0,No Failure,7.699999999999989,55049.4,1.0644257703081232
4487,M19346,M,302.6,310.5,1965,20.2,40,0,No Failure,7.899999999999977,39693.0,1.9801980198019802
4488,L51667,L,302.5,310.5,1436,36.5,43,0,No Failure,8.0,52414.0,1.178082191780822
4489,M19348,M,302.5,310.4,1509,37.6,45,0,No Failure,7.899999999999977,56738.4,1.1968085106382977
4490,L51669,L,302.5,310.4,1487,40.2,48,0,No Failure,7.899999999999977,59777.4,1.1940298507462686
4491,L51670,L,302.5,310.4,1967,20.3,50,0,No Failure,7.899999999999977,39930.1,2.4630541871921183
4492,H33905,H,302.6,310.4,1409,53.3,52,0,No Failure,7.7999999999999545,75099.7,0.9756097560975611
4493,M19352,M,302.6,310.5,1420,56.4,57,0,No Failure,7.899999999999977,80088.0,1.0106382978723405
4494,L51673,L,302.7,310.5,1511,37.7,60,0,No Failure,7.800000000000011,56964.700000000004,1.5915119363395225
4495,H33908,H,302.6,310.4,1649,30.1,62,0,No Failure,7.7999999999999545,49634.9,2.059800664451827
4496,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure,7.7999999999999545,77734.8,1.1713286713286712
4497,M19356,M,302.5,310.4,1605,36.0,69,0,No Failure,7.899999999999977,57780.0,1.9166666666666667
4498,L51677,L,302.5,310.3,1523,36.0,72,0,No Failure,7.800000000000011,54828.0,2.0
4499,H33912,H,302.6,310.4,1614,36.0,74,0,No Failure,7.7999999999999545,58104.0,2.0555555555555554
4500,H33913,H,302.6,310.3,1721,27.4,79,0,No Failure,7.699999999999989,47155.399999999994,2.883211678832117
4501,L51680,L,302.6,310.4,1638,36.2,84,0,No Failure,7.7999999999999545,59295.600000000006,2.320441988950276
4502,L51681,L,302.5,310.2,1307,54.0,86,1,Heat Dissipation Failure,7.699999999999989,70578.0,1.5925925925925926
4503,L51682,L,302.4,310.2,1642,28.3,88,0,No Failure,7.800000000000011,46468.6,3.1095406360424027
4504,M19363,M,302.5,310.2,1751,30.5,90,0,No Failure,7.699999999999989,53405.5,2.9508196721311477
4505,L51684,L,302.4,310.1,1645,31.6,93,0,No Failure,7.7000000000000455,51982.0,2.943037974683544
4506,L51685,L,302.4,310.1,1426,46.8,95,0,No Failure,7.7000000000000455,66736.8,2.0299145299145303
4507,M19366,M,302.4,310.1,1520,36.6,97,0,No Failure,7.7000000000000455,55632.0,2.650273224043716
4508,L51687,L,302.4,310.1,1709,31.8,100,0,No Failure,7.7000000000000455,54346.200000000004,3.144654088050314
4509,L51688,L,302.4,310.0,1426,46.6,102,0,No Failure,7.600000000000023,66451.6,2.188841201716738
4510,L51689,L,302.4,310.1,1429,43.7,104,0,No Failure,7.7000000000000455,62447.3,2.379862700228833
4511,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure,7.800000000000011,83990.4,1.6987179487179487
4512,L51691,L,302.5,310.2,1454,43.0,108,0,No Failure,7.699999999999989,62522.0,2.511627906976744
4513,M19372,M,302.5,310.3,1411,49.5,110,0,No Failure,7.800000000000011,69844.5,2.2222222222222223
4514,L51693,L,302.4,310.3,1900,24.4,113,0,No Failure,7.900000000000034,46360.0,4.631147540983607
4515,L51694,L,302.4,310.3,1479,36.2,115,0,No Failure,7.900000000000034,53539.8,3.176795580110497
4516,L51695,L,302.5,310.4,1415,48.2,117,0,No Failure,7.899999999999977,68203.0,2.4273858921161824
4517,L51696,L,302.5,310.3,1539,39.0,119,0,No Failure,7.800000000000011,60021.0,3.051282051282051
4518,L51697,L,302.4,310.3,1520,31.6,121,0,No Failure,7.900000000000034,48032.0,3.829113924050633
4519,L51698,L,302.4,310.3,1480,45.8,123,0,No Failure,7.900000000000034,67784.0,2.685589519650655
4520,L51699,L,302.4,310.4,1666,29.7,125,0,No Failure,8.0,49480.2,4.2087542087542085
4521,L51700,L,302.4,310.4,1456,47.6,127,0,No Failure,8.0,69305.6,2.668067226890756
4522,L51701,L,302.4,310.4,1865,23.9,129,0,No Failure,8.0,44573.5,5.397489539748954
4523,M19382,M,302.5,310.5,1918,21.6,131,0,No Failure,8.0,41428.8,6.064814814814814
4524,L51703,L,302.5,310.4,1488,48.4,134,0,No Failure,7.899999999999977,72019.2,2.768595041322314
4525,M19384,M,302.5,310.5,1527,38.8,136,0,No Failure,8.0,59247.6,3.505154639175258
4526,M19385,M,302.4,310.4,1463,42.2,139,0,No Failure,8.0,61738.600000000006,3.2938388625592414
4527,L51706,L,302.4,310.4,1521,38.5,142,0,No Failure,8.0,58558.5,3.688311688311688
4528,M19387,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure,8.100000000000023,62700.4,3.150984682713348
4529,L51708,L,302.5,310.5,1507,39.5,147,0,No Failure,8.0,59526.5,3.721518987341772
4530,M19389,M,302.4,310.4,1586,34.3,149,0,No Failure,8.0,54399.799999999996,4.34402332361516
4531,L51710,L,302.5,310.4,1487,42.0,152,0,No Failure,7.899999999999977,62454.0,3.619047619047619
4532,L51711,L,302.5,310.5,1520,41.2,154,0,No Failure,8.0,62624.00000000001,3.7378640776699026
4533,H33946,H,302.5,310.4,1422,41.9,156,0,No Failure,7.899999999999977,59581.799999999996,3.7231503579952268
4534,M19393,M,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure,7.900000000000034,72187.5,3.066666666666667
4535,L51714,L,302.4,310.2,1633,28.0,164,0,No Failure,7.800000000000011,45724.0,5.857142857142857
4536,L51715,L,302.4,310.2,1503,36.2,166,0,No Failure,7.800000000000011,54408.600000000006,4.585635359116022
4537,L51716,L,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure,7.800000000000011,60930.1,3.7250554323725056
4538,L51717,L,302.3,310.2,1548,35.3,170,0,No Failure,7.899999999999977,54644.399999999994,4.81586402266289
4539,L51718,L,302.4,310.3,1923,23.3,172,0,No Failure,7.900000000000034,44805.9,7.381974248927039
4540,L51719,L,302.5,310.3,1592,32.6,174,0,No Failure,7.800000000000011,51899.200000000004,5.337423312883435
4541,M19400,M,302.5,310.4,1580,35.6,176,0,No Failure,7.899999999999977,56248.0,4.943820224719101
4542,L51721,L,302.5,310.4,1427,46.8,179,0,No Failure,7.899999999999977,66783.59999999999,3.824786324786325
4543,M19402,M,302.5,310.4,1581,32.7,181,0,No Failure,7.899999999999977,51698.700000000004,5.535168195718654
4544,M19403,M,302.6,310.5,1542,39.9,184,0,No Failure,7.899999999999977,61525.799999999996,4.611528822055138
4545,L51724,L,302.5,310.4,1349,55.1,187,1,Heat Dissipation Failure,7.899999999999977,74329.90000000001,3.393829401088929
4546,L51725,L,302.5,310.5,1463,43.0,189,0,No Failure,8.0,62909.0,4.395348837209302
4547,M19406,M,302.5,310.4,1429,43.2,191,0,No Failure,7.899999999999977,61732.8,4.421296296296296
4548,M19407,M,302.5,310.4,1451,53.6,194,0,No Failure,7.899999999999977,77773.6,3.6194029850746268
4549,L51728,L,302.6,310.5,1511,37.2,197,0,No Failure,7.899999999999977,56209.200000000004,5.295698924731182
4550,L51729,L,302.6,310.6,1549,37.5,199,0,No Failure,8.0,58087.5,5.306666666666667
4551,M19410,M,302.5,310.5,1507,40.2,201,0,No Failure,8.0,60581.4,5.0
4552,M19411,M,302.6,310.5,1524,33.7,204,0,No Failure,7.899999999999977,51358.8,6.053412462908011
4553,M19412,M,302.7,310.5,1880,22.7,207,0,No Failure,7.800000000000011,42676.0,9.118942731277533
4554,L51733,L,302.6,310.5,1461,45.4,0,0,No Failure,7.899999999999977,66329.4,0.0
4555,L51734,L,302.6,310.5,1748,28.2,2,0,No Failure,7.899999999999977,49293.6,0.07092198581560284
4556,L51735,L,302.7,310.6,1690,26.7,4,0,No Failure,7.900000000000034,45123.0,0.149812734082397
4557,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure,7.900000000000034,69068.8,0.1171875
4558,L51737,L,302.7,310.6,1686,26.3,9,0,No Failure,7.900000000000034,44341.8,0.34220532319391633
4559,L51738,L,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure,8.0,65027.5,0.23157894736842105
4560,L51739,L,302.7,310.7,1433,43.7,13,0,No Failure,8.0,62622.100000000006,0.2974828375286041
4561,L51740,L,302.7,310.7,1597,41.9,15,0,No Failure,8.0,66914.3,0.35799522673031026
4562,L51741,L,302.9,310.8,1610,32.2,17,0,No Failure,7.900000000000034,51842.00000000001,0.5279503105590062
4563,L51742,L,302.7,310.7,1398,57.7,19,0,No Failure,8.0,80664.6,0.3292894280762565
4564,L51743,L,302.7,310.7,1977,20.0,21,0,No Failure,8.0,39540.0,1.05
4565,L51744,L,302.8,310.8,1516,39.5,23,0,No Failure,8.0,59882.0,0.5822784810126582
4566,H33979,H,302.7,310.8,1275,55.0,25,1,Heat Dissipation Failure,8.100000000000023,70125.0,0.45454545454545453
4567,L51746,L,302.8,310.8,1402,50.5,30,0,No Failure,8.0,70801.0,0.594059405940594
4568,M19427,M,302.8,310.8,1451,44.7,32,0,No Failure,8.0,64859.700000000004,0.7158836689038031
4569,M19428,M,302.7,310.8,1555,36.1,35,0,No Failure,8.100000000000023,56135.5,0.9695290858725761
4570,L51749,L,302.8,310.9,1636,35.0,38,0,No Failure,8.099999999999966,57260.0,1.0857142857142856
4571,L51750,L,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure,8.099999999999966,68486.40000000001,0.7662835249042145
4572,L51751,L,302.8,310.9,1708,29.8,42,0,No Failure,8.099999999999966,50898.4,1.4093959731543624
4573,M19432,M,302.9,311.0,1556,36.5,44,0,No Failure,8.100000000000023,56794.0,1.2054794520547945
4574,H33987,H,302.8,311.0,1436,43.5,47,0,No Failure,8.199999999999989,62466.0,1.0804597701149425
4575,M19434,M,302.9,311.0,1402,40.7,52,0,No Failure,8.100000000000023,57061.4,1.2776412776412776
4576,M19435,M,302.9,311.0,1437,49.9,55,0,No Failure,8.100000000000023,71706.3,1.1022044088176353
4577,M19436,M,302.9,311.1,1926,21.8,58,0,No Failure,8.200000000000045,41986.8,2.6605504587155964
4578,L51757,L,303.0,311.2,1800,23.7,61,0,No Failure,8.199999999999989,42660.0,2.5738396624472575
4579,L51758,L,303.0,311.2,1641,32.6,63,0,No Failure,8.199999999999989,53496.600000000006,1.9325153374233128
4580,L51759,L,303.0,311.2,1374,48.2,65,1,Heat Dissipation Failure,8.199999999999989,66226.8,1.3485477178423235
4581,L51760,L,303.0,311.2,1494,37.0,67,0,No Failure,8.199999999999989,55278.0,1.8108108108108107
4582,L51761,L,303.0,311.2,1601,32.9,69,0,No Failure,8.199999999999989,52672.899999999994,2.0972644376899696
4583,L51762,L,302.9,311.2,1634,36.9,71,0,No Failure,8.300000000000011,60294.6,1.924119241192412
4584,M19443,M,302.9,311.2,1467,37.7,73,0,No Failure,8.300000000000011,55305.9,1.936339522546419
4585,L51764,L,302.8,311.1,1550,32.3,76,0,No Failure,8.300000000000011,50064.99999999999,2.3529411764705883
4586,L51765,L,302.8,311.1,1563,32.2,78,0,No Failure,8.300000000000011,50328.600000000006,2.422360248447205
4587,L51766,L,302.7,310.9,1395,48.3,80,0,No Failure,8.199999999999989,67378.5,1.6563146997929608
4588,M19447,M,302.8,311.0,1507,33.4,82,0,No Failure,8.199999999999989,50333.799999999996,2.4550898203592815
4589,L51768,L,302.8,311.0,1564,38.5,85,0,No Failure,8.199999999999989,60214.0,2.207792207792208
4590,L51769,L,302.8,311.1,1721,30.0,87,0,No Failure,8.300000000000011,51630.0,2.9
4591,L51770,L,302.8,311.1,1456,36.1,89,0,No Failure,8.300000000000011,52561.6,2.4653739612188366
4592,H34005,H,302.9,311.2,2102,17.8,91,0,No Failure,8.300000000000011,37415.6,5.112359550561798
4593,L51772,L,302.9,311.1,1555,33.9,96,0,No Failure,8.200000000000045,52714.5,2.831858407079646
4594,L51773,L,303.0,311.2,1409,41.9,98,0,No Failure,8.199999999999989,59037.1,2.3389021479713605
4595,M19454,M,303.0,311.2,1387,41.4,100,0,No Failure,8.199999999999989,57421.799999999996,2.4154589371980677
4596,M19455,M,303.0,311.2,1460,43.9,103,0,No Failure,8.199999999999989,64094.0,2.34624145785877
4597,L51776,L,303.0,311.2,1361,47.6,106,1,Heat Dissipation Failure,8.199999999999989,64783.6,2.226890756302521
4598,M19457,M,303.0,311.1,1490,43.0,108,0,No Failure,8.100000000000023,64070.0,2.511627906976744
4599,L51778,L,303.1,311.2,1399,49.2,111,0,No Failure,8.099999999999966,68830.8,2.2560975609756095
4600,L51779,L,303.1,311.1,1420,55.8,113,0,No Failure,8.0,79236.0,2.025089605734767
4601,L51780,L,303.0,311.0,1359,44.2,115,1,Heat Dissipation Failure,8.0,60067.8,2.601809954751131
4602,M19461,M,303.0,311.1,1372,54.3,117,1,Heat Dissipation Failure,8.100000000000023,74499.59999999999,2.154696132596685
4603,M19462,M,303.0,311.0,1409,41.7,120,0,No Failure,8.0,58755.3,2.8776978417266186
4604,H34017,H,302.9,311.0,1452,58.3,123,0,No Failure,8.100000000000023,84651.59999999999,2.109777015437393
4605,L51784,L,302.9,311.0,1820,24.6,128,0,No Failure,8.100000000000023,44772.0,5.203252032520325
4606,H34019,H,302.9,311.0,1469,48.7,130,0,No Failure,8.100000000000023,71540.3,2.6694045174537986
4607,L51786,L,302.9,311.1,1556,45.3,135,0,No Failure,8.200000000000045,70486.79999999999,2.980132450331126
4608,L51787,L,303.0,311.1,1980,20.2,137,0,No Failure,8.100000000000023,39996.0,6.782178217821782
4609,M19468,M,303.0,311.2,1519,38.0,139,0,No Failure,8.199999999999989,57722.0,3.6578947368421053
4610,L51789,L,303.0,311.2,1456,44.0,142,0,No Failure,8.199999999999989,64064.0,3.227272727272727
4611,L51790,L,303.1,311.2,1394,45.3,144,0,No Failure,8.099999999999966,63148.2,3.178807947019868
4612,L51791,L,303.0,311.3,1365,56.2,146,1,Heat Dissipation Failure,8.300000000000011,76713.0,2.597864768683274
4613,L51792,L,303.0,311.3,2194,16.5,148,0,No Failure,8.300000000000011,36201.0,8.969696969696969
4614,L51793,L,303.1,311.3,1403,55.6,150,0,No Failure,8.199999999999989,78006.8,2.697841726618705
4615,H34028,H,303.0,311.2,1503,37.0,152,0,No Failure,8.199999999999989,55611.0,4.108108108108108
4616,L51795,L,303.0,311.3,1793,29.3,157,0,No Failure,8.300000000000011,52534.9,5.3583617747440275
4617,L51796,L,303.1,311.4,1829,24.5,159,0,No Failure,8.299999999999955,44810.5,6.489795918367347
4618,M19477,M,303.1,311.4,1831,23.3,161,0,No Failure,8.299999999999955,42662.3,6.909871244635193
4619,M19478,M,303.0,311.3,1335,53.6,164,1,Heat Dissipation Failure,8.300000000000011,71556.0,3.059701492537313
4620,H34033,H,303.1,311.3,2056,19.7,167,0,No Failure,8.199999999999989,40503.2,8.47715736040609
4621,L51800,L,303.1,311.3,1336,52.6,172,1,Heat Dissipation Failure,8.199999999999989,70273.6,3.2699619771863118
4622,L51801,L,303.0,311.2,1341,51.0,174,1,Heat Dissipation Failure,8.199999999999989,68391.0,3.411764705882353
4623,M19482,M,303.0,311.1,1526,37.3,176,0,No Failure,8.100000000000023,56919.799999999996,4.718498659517427
4624,L51803,L,303.0,311.1,1525,40.7,179,0,No Failure,8.100000000000023,62067.50000000001,4.398034398034397
4625,M19484,M,303.0,311.1,1428,39.8,181,0,No Failure,8.100000000000023,56834.399999999994,4.547738693467337
4626,L51805,L,303.0,311.2,1511,45.7,184,0,No Failure,8.199999999999989,69052.7,4.0262582056892775
4627,L51806,L,303.0,311.2,1664,29.8,186,0,No Failure,8.199999999999989,49587.200000000004,6.241610738255034
4628,M19487,M,303.0,311.2,1592,38.9,188,0,No Failure,8.199999999999989,61928.799999999996,4.832904884318766
4629,M19488,M,303.0,311.1,1597,36.7,191,0,No Failure,8.100000000000023,58609.9,5.2043596730245225
4630,L51809,L,303.0,311.2,1735,26.1,194,0,No Failure,8.199999999999989,45283.5,7.432950191570881
4631,L51810,L,302.9,311.2,1751,23.8,196,0,No Failure,8.300000000000011,41673.8,8.235294117647058
4632,L51811,L,303.0,311.2,1383,44.6,198,0,No Failure,8.199999999999989,61681.8,4.439461883408072
4633,M19492,M,302.9,311.2,1330,53.7,200,1,Heat Dissipation Failure,8.300000000000011,71421.0,3.7243947858472994
4634,L51813,L,303.0,311.2,1382,50.5,203,0,No Failure,8.199999999999989,69791.0,4.01980198019802
